Customer ID,Age,Gender,Annual Income (k$),Spending Score (1-100),Purchase Frequency,Payment Method,Browsing Time (min),Total Purchases,Satisfaction Level
103959,40,Female,72,92,11,Credit Card,36,11,Medium
103960,31,Male,21,89,24,Cash,105,16,High
103961,40,Male,65,89,6,Debit Card,71,17,Medium
103962,36,Male,104,51,10,UPI,20,21,Medium
103963,46,Male,122,12,6,Cash,6,21,Low
103964,37,Female,23,8,10,Debit Card,71,6,Low
103965,46,Female,52,58,22,UPI,45,46,Medium
103966,41,Male,125,88,23,Credit Card,55,45,High
103967,35,Female,27,23,5,UPI,18,23,Low
103968,27,Male,21,37,9,Credit Card,82,32,Low
103969,58,Female,81,11,7,Debit Card,98,39,Low
103970,25,Male,55,17,17,Debit Card,53,45,Low
103971,43,Female,30,92,12,UPI,108,38,Medium
103972,46,Female,58,56,11,Debit Card,53,29,Medium
103973,27,Male,64,53,6,Debit Card,31,31,Medium
103974,34,Male,148,67,24,Credit Card,85,25,Medium
103975,19,Male,32,2,11,Debit Card,43,2,Low
103976,23,Male,65,29,11,Cash,77,22,Low
103977,22,Male,17,57,14,Credit Card,40,37,Medium
103978,45,Female,103,34,16,Cash,14,44,Low
103979,58,Male,68,78,2,UPI,97,15,Medium
103980,22,Female,63,97,2,Cash,8,6,Medium
103981,35,Male,42,82,5,Debit Card,89,33,Medium
103982,43,Female,52,93,14,UPI,105,11,Medium
103983,37,Female,42,2,21,Debit Card,6,12,Low
103984,58,Male,46,75,10,UPI,83,24,Medium
103985,44,Male,55,31,10,UPI,32,3,Low
103986,29,Female,50,77,18,Credit Card,93,30,High
103987,24,Female,117,44,20,Cash,30,19,Medium
103988,20,Male,50,90,9,Debit Card,77,45,Medium
103989,27,Female,121,56,4,UPI,34,43,Medium
103990,51,Female,140,98,17,Credit Card,13,7,High
103991,42,Female,101,54,21,UPI,5,12,Medium
103992,52,Female,80,53,2,Cash,60,29,Medium
103993,33,Female,84,74,14,UPI,60,48,Medium
103994,19,Female,93,76,22,Cash,80,8,High
103995,41,Male,107,86,1,UPI,65,21,Medium
103996,27,Male,106,46,23,Cash,49,13,Medium
103997,55,Male,36,54,7,Debit Card,17,49,Medium
103998,39,Male,34,31,4,Cash,18,27,Low
103999,43,Female,47,83,9,Cash,14,4,Medium
104000,56,Male,149,24,3,Debit Card,21,32,Low
104001,44,Female,104,25,5,Cash,21,24,Low
104002,46,Female,64,35,21,UPI,35,41,Low
104003,55,Male,24,57,24,UPI,50,9,Medium
104004,37,Male,93,72,10,UPI,53,10,Medium
104005,44,Female,51,69,10,Debit Card,119,11,Medium
104006,58,Male,73,86,4,Cash,94,33,Medium
104007,37,Male,102,28,17,Cash,103,49,Low
104008,36,Female,118,76,21,UPI,104,7,High
104009,37,Female,77,33,17,Cash,79,11,Low
104010,52,Female,35,53,19,UPI,84,45,Medium
104011,19,Female,118,16,6,UPI,97,28,Low
104012,47,Female,93,26,1,UPI,113,38,Low
104013,51,Female,51,12,14,Debit Card,22,30,Low
104014,39,Male,59,87,13,Credit Card,79,8,Medium
104015,20,Male,57,90,3,Credit Card,15,27,Medium
104016,23,Male,130,77,23,Cash,77,22,High
104017,32,Female,99,87,2,UPI,93,42,Medium
104018,44,Female,98,31,22,Credit Card,59,32,Low
104019,27,Male,17,27,7,Credit Card,100,14,Low
104020,26,Male,118,36,12,Cash,102,26,Low
104021,50,Male,101,59,2,Debit Card,7,44,Medium
104022,49,Female,125,87,11,Cash,82,11,Medium
104023,23,Male,101,3,16,Cash,116,7,Low
104024,58,Male,105,94,5,UPI,108,45,Medium
104025,53,Male,49,32,17,Debit Card,93,30,Low
104026,19,Female,110,15,3,Cash,20,2,Low
104027,46,Male,100,75,14,Credit Card,104,35,Medium
104028,21,Male,130,66,16,Credit Card,13,26,Medium
104029,18,Female,106,90,17,Cash,72,25,High
104030,36,Female,16,63,19,UPI,49,1,Medium
104031,43,Female,138,98,4,UPI,6,29,Medium
104032,42,Female,18,1,21,Cash,93,24,Low
104033,27,Female,123,75,20,Debit Card,118,38,High
104034,32,Male,125,5,20,UPI,26,1,Low
104035,39,Male,48,90,9,Credit Card,73,25,Medium
104036,38,Female,101,6,11,Debit Card,53,34,Low
104037,39,Female,27,99,5,Cash,25,42,Medium
104038,53,Female,21,5,11,Debit Card,78,44,Low
104039,51,Female,46,73,13,UPI,91,5,Medium
104040,47,Male,37,28,21,UPI,95,41,Low
104041,42,Male,61,83,2,Credit Card,98,12,Medium
104042,45,Female,43,69,22,Cash,59,8,Medium
104043,18,Female,37,87,2,Debit Card,8,42,Medium
104044,21,Female,52,44,10,Debit Card,62,14,Medium
104045,24,Female,141,16,13,Debit Card,74,20,Low
104046,26,Male,58,71,5,Debit Card,63,47,Medium
104047,53,Female,19,78,11,Credit Card,30,40,Medium
104048,36,Female,54,22,15,Credit Card,78,9,Low
104049,18,Male,92,73,5,Credit Card,117,5,Medium
104050,27,Female,120,23,20,UPI,73,1,Low
104051,53,Male,144,43,5,Credit Card,43,11,Medium
104052,26,Female,63,68,7,Credit Card,105,4,Medium
104053,59,Female,137,43,10,Cash,108,38,Medium
104054,49,Male,49,26,2,Cash,5,17,Low
104055,49,Female,120,41,1,Cash,61,4,Medium
104056,23,Male,86,70,20,Cash,102,32,Medium
104057,55,Male,123,31,23,Credit Card,52,5,Low
104058,34,Male,139,17,1,Credit Card,76,22,Low
104059,27,Female,85,9,4,UPI,25,14,Low
104060,44,Female,53,91,15,Debit Card,35,21,Medium
104061,52,Male,105,55,15,Debit Card,62,18,Medium
104062,38,Female,51,6,6,Cash,51,3,Low
104063,42,Female,95,70,6,UPI,27,11,Medium
104064,45,Female,146,64,1,Credit Card,79,47,Medium
104065,32,Male,37,4,7,Debit Card,84,39,Low
104066,21,Male,19,67,5,Cash,95,36,Medium
104067,46,Female,124,88,22,Cash,11,27,High
104068,26,Male,32,56,17,Debit Card,53,38,Medium
104069,44,Female,41,18,7,Debit Card,92,25,Low
104070,43,Female,38,32,4,Debit Card,100,42,Low
104071,36,Female,43,85,3,Credit Card,103,39,Medium
104072,45,Male,137,48,12,Debit Card,35,35,Medium
104073,34,Male,142,29,15,UPI,51,15,Low
104074,58,Female,126,32,20,UPI,97,48,Low
104075,59,Male,131,25,9,Debit Card,72,21,Low
104076,37,Female,146,76,21,Credit Card,39,3,High
104077,57,Male,47,63,12,Cash,79,24,Medium
104078,56,Male,56,9,5,Debit Card,38,44,Low
104079,40,Male,139,71,8,Debit Card,107,5,Medium
104080,49,Female,18,14,15,Debit Card,62,37,Low
104081,50,Female,34,20,7,UPI,19,33,Low
104082,22,Female,82,84,19,UPI,82,24,High
104083,51,Male,72,10,13,Cash,89,6,Low
104084,57,Female,94,11,1,Credit Card,75,47,Low
104085,28,Female,148,39,11,Debit Card,85,45,Low
104086,20,Female,109,19,13,Debit Card,46,7,Low
104087,50,Female,18,19,2,Debit Card,22,19,Low
104088,28,Male,58,43,19,Cash,82,21,Medium
104089,33,Male,139,61,11,Debit Card,42,6,Medium
104090,35,Female,56,70,1,UPI,68,40,Medium
104091,47,Male,43,72,1,Credit Card,33,3,Medium
104092,27,Male,58,65,8,UPI,119,49,Medium
104093,35,Male,69,23,13,Debit Card,14,14,Low
104094,55,Male,94,60,8,Cash,21,20,Medium
104095,36,Male,147,10,2,UPI,36,14,Low
104096,53,Female,127,63,8,Credit Card,65,2,Medium
104097,30,Male,35,2,14,Cash,119,25,Low
104098,20,Female,92,36,2,Debit Card,88,4,Low
104099,27,Female,44,57,13,Debit Card,85,41,Medium
104100,55,Female,37,66,5,Cash,50,48,Medium
104101,18,Male,19,79,1,UPI,75,33,Medium
104102,44,Male,77,20,9,UPI,119,2,Low
104103,25,Male,73,42,20,Cash,60,23,Medium
104104,59,Male,96,21,10,UPI,65,44,Low
104105,34,Female,66,94,11,Credit Card,107,48,Medium
104106,26,Female,79,88,18,Cash,48,21,High
104107,23,Female,53,66,17,Credit Card,98,15,Medium
104108,42,Male,17,38,6,Cash,42,24,Low
104109,56,Female,85,86,11,Credit Card,108,20,Medium
104110,45,Female,29,93,24,Debit Card,109,38,High
104111,50,Female,86,78,4,Debit Card,54,25,Medium
104112,54,Male,84,69,1,UPI,78,22,Medium
104113,26,Female,18,24,1,Cash,36,47,Low
104114,35,Female,108,26,22,Debit Card,94,4,Low
104115,38,Male,48,2,18,Cash,57,16,Low
104116,19,Female,138,46,5,Cash,52,43,Medium
104117,55,Male,148,34,16,Credit Card,85,7,Low
104118,57,Female,50,62,2,Debit Card,5,24,Medium
104119,53,Male,113,87,9,UPI,107,34,Medium
104120,54,Male,94,41,2,UPI,94,39,Medium
104121,32,Male,80,99,5,UPI,34,29,Medium
104122,45,Female,105,15,20,Cash,13,44,Low
104123,35,Female,94,55,17,UPI,112,26,Medium
104124,51,Male,73,3,19,Cash,37,14,Low
104125,39,Male,24,76,10,Debit Card,30,47,Medium
104126,28,Male,21,38,8,Cash,46,20,Low
104127,30,Male,126,51,20,UPI,78,7,Medium
104128,21,Male,90,17,11,Debit Card,46,18,Low
104129,39,Male,26,91,13,UPI,100,43,Medium
104130,24,Male,93,83,13,Cash,43,10,Medium
104131,41,Male,60,49,9,Cash,65,46,Medium
104132,21,Male,46,21,5,UPI,51,30,Low
104133,45,Male,129,88,18,Debit Card,46,3,High
104134,32,Male,128,24,8,Cash,52,44,Low
104135,18,Male,140,83,20,Credit Card,116,1,High
104136,20,Female,104,95,14,Credit Card,56,30,Medium
104137,31,Male,75,40,2,Credit Card,37,45,Low
104138,55,Female,75,20,22,Credit Card,31,2,Low
104139,18,Female,116,79,16,UPI,47,15,High
104140,55,Female,128,35,1,Cash,33,11,Low
104141,55,Male,106,48,24,Debit Card,23,32,Medium
104142,38,Female,143,99,23,Credit Card,86,6,High
104143,46,Male,121,33,13,UPI,103,6,Low
104144,22,Female,63,56,18,Debit Card,115,28,Medium
104145,27,Male,39,41,1,UPI,32,25,Medium
104146,45,Male,30,54,7,Cash,106,23,Medium
104147,38,Female,122,44,4,Credit Card,14,12,Medium
104148,24,Female,58,82,10,Debit Card,71,48,Medium
104149,20,Male,97,81,8,Debit Card,110,48,Medium
104150,37,Female,61,72,3,UPI,97,10,Medium
104151,36,Male,138,84,23,UPI,20,17,High
104152,52,Male,94,11,7,Cash,104,2,Low
104153,21,Male,90,94,16,Debit Card,5,45,High
104154,22,Female,34,91,20,Credit Card,86,17,High
104155,18,Male,26,14,10,Credit Card,8,9,Low
104156,21,Male,126,42,13,Debit Card,73,47,Medium
104157,29,Male,74,79,1,Debit Card,89,7,Medium
104158,44,Male,89,12,7,Cash,8,13,Low
104159,59,Female,124,84,10,Credit Card,119,10,Medium
104160,40,Female,48,17,12,Credit Card,24,22,Low
104161,42,Female,50,90,14,UPI,67,28,Medium
104162,38,Female,42,78,22,UPI,87,42,High
104163,41,Male,53,25,11,Credit Card,39,14,Low
104164,42,Male,91,26,17,Debit Card,49,19,Low
104165,49,Male,118,47,9,Debit Card,61,1,Medium
104166,49,Male,105,25,8,UPI,28,27,Low
104167,22,Male,129,89,10,Debit Card,24,4,Medium
104168,53,Male,16,60,4,Cash,118,24,Medium
104169,59,Female,131,60,5,Debit Card,32,14,Medium
104170,59,Male,96,27,24,Debit Card,42,37,Low
104171,56,Male,104,43,18,Debit Card,28,23,Medium
104172,33,Male,56,76,6,UPI,88,5,Medium
104173,50,Female,45,20,10,Debit Card,28,20,Low
104174,38,Male,75,63,18,Credit Card,74,22,Medium
104175,26,Male,116,80,11,UPI,106,46,Medium
104176,23,Male,70,25,24,Debit Card,29,40,Low
104177,52,Female,97,27,5,Debit Card,100,44,Low
104178,56,Male,142,52,3,Cash,85,49,Medium
104179,39,Male,28,82,18,Debit Card,85,35,High
104180,58,Female,28,10,4,UPI,73,36,Low
104181,22,Male,64,50,8,Debit Card,21,5,Medium
104182,59,Female,115,30,17,UPI,62,33,Low
104183,40,Male,82,1,10,Credit Card,77,24,Low
104184,34,Female,85,54,19,Debit Card,24,34,Medium
104185,29,Male,25,4,1,UPI,6,37,Low
104186,40,Male,28,87,2,Credit Card,87,25,Medium
104187,33,Female,120,7,11,UPI,13,37,Low
104188,20,Male,118,30,15,Debit Card,67,25,Low
104189,47,Male,145,90,23,UPI,108,22,High
104190,39,Female,142,65,1,Debit Card,87,45,Medium
104191,26,Male,22,29,9,UPI,113,5,Low
104192,46,Female,33,25,8,Credit Card,72,8,Low
104193,54,Male,126,40,1,Debit Card,10,41,Low
104194,40,Female,72,26,10,Credit Card,104,47,Low
104195,30,Male,39,17,17,Debit Card,15,27,Low
104196,49,Male,59,31,18,UPI,25,35,Low
104197,40,Female,116,61,16,Credit Card,110,1,Medium
104198,34,Male,62,8,2,Debit Card,67,20,Low
104199,57,Female,64,69,22,Credit Card,116,7,Medium
104200,38,Female,95,1,17,Cash,93,45,Low
104201,19,Female,58,79,4,Credit Card,34,3,Medium
104202,54,Male,73,71,7,Debit Card,86,42,Medium
104203,23,Male,117,46,9,UPI,93,48,Medium
104204,35,Male,92,91,3,Cash,119,9,Medium
104205,47,Female,32,99,20,Cash,25,47,High
104206,39,Female,130,91,21,Cash,27,14,High
104207,50,Female,120,20,5,Credit Card,65,19,Low
104208,47,Male,25,82,18,Debit Card,34,27,High
104209,34,Female,76,40,21,Credit Card,112,6,Low
104210,49,Male,62,2,17,Cash,50,7,Low
104211,59,Male,108,94,7,Cash,64,37,Medium
104212,31,Male,101,61,14,Cash,22,26,Medium
104213,27,Male,64,94,15,Credit Card,66,13,Medium
104214,53,Male,74,71,21,Cash,101,37,High
104215,51,Male,73,77,22,UPI,49,46,High
104216,26,Male,29,97,14,Debit Card,65,33,Medium
104217,59,Male,43,30,9,Cash,63,33,Low
104218,45,Female,54,30,16,Debit Card,39,41,Low
104219,28,Male,45,87,19,Credit Card,114,9,High
104220,31,Male,87,45,1,Cash,26,15,Medium
104221,56,Female,25,24,8,UPI,118,5,Low
104222,36,Female,95,84,18,Cash,28,29,High
104223,32,Female,76,92,2,UPI,91,7,Medium
104224,45,Female,65,56,4,UPI,55,31,Medium
104225,41,Male,71,83,21,Debit Card,69,34,High
104226,25,Female,146,61,1,Debit Card,19,11,Medium
104227,26,Female,38,13,19,Credit Card,116,42,Low
104228,50,Female,55,80,11,UPI,32,19,Medium
104229,50,Female,63,56,24,UPI,46,5,Medium
104230,36,Male,50,15,6,Debit Card,24,23,Low
104231,20,Female,24,11,19,Credit Card,104,47,Low
104232,27,Female,92,12,14,Debit Card,47,2,Low
104233,57,Female,149,86,23,Debit Card,84,43,High
104234,59,Female,100,89,22,Credit Card,73,4,High
104235,18,Male,74,3,21,UPI,119,17,Low
104236,46,Female,110,24,24,UPI,67,31,Low
104237,51,Female,22,89,24,Credit Card,47,30,High
104238,30,Female,149,9,19,UPI,118,2,Low
104239,18,Male,121,92,24,Credit Card,83,24,High
104240,51,Female,72,46,13,Credit Card,6,10,Medium
104241,46,Female,95,94,12,Debit Card,92,28,Medium
104242,30,Male,100,71,10,UPI,81,43,Medium
104243,46,Female,48,60,19,UPI,27,32,Medium
104244,56,Male,98,11,11,Credit Card,16,33,Low
104245,41,Male,131,10,24,Debit Card,50,18,Low
104246,43,Female,36,3,24,Debit Card,37,24,Low
104247,34,Female,29,19,12,UPI,48,37,Low
104248,24,Male,147,2,7,Cash,113,30,Low
104249,30,Male,116,17,8,Credit Card,29,5,Low
104250,22,Female,19,93,17,UPI,39,23,High
104251,43,Male,37,2,3,UPI,39,30,Low
104252,20,Male,97,53,6,Cash,69,4,Medium
104253,24,Female,28,16,12,Cash,47,41,Low
104254,56,Male,24,10,15,Debit Card,72,24,Low
104255,18,Male,45,68,23,Debit Card,66,3,Medium
104256,34,Male,141,43,7,Debit Card,35,15,Medium
104257,42,Male,51,90,6,Debit Card,32,46,Medium
104258,20,Male,45,58,12,Credit Card,15,1,Medium
104259,32,Male,113,60,12,Cash,36,10,Medium
104260,46,Female,49,24,4,UPI,70,45,Low
104261,49,Male,125,76,21,Debit Card,64,26,High
104262,43,Female,82,85,9,UPI,55,12,Medium
104263,33,Female,131,16,17,Credit Card,112,1,Low
104264,42,Female,140,99,2,Debit Card,63,2,Medium
104265,45,Female,20,9,5,Credit Card,81,11,Low
104266,26,Female,133,6,21,Debit Card,21,12,Low
104267,18,Female,44,65,23,UPI,119,28,Medium
104268,46,Female,83,78,24,Credit Card,72,33,High
104269,39,Female,122,24,10,Debit Card,99,42,Low
104270,33,Male,49,10,6,UPI,42,3,Low
104271,58,Female,117,82,6,UPI,68,41,Medium
104272,58,Female,58,73,21,UPI,7,49,High
104273,24,Female,43,27,5,Debit Card,111,19,Low
104274,31,Male,20,83,8,UPI,58,18,Medium
104275,46,Female,41,3,21,UPI,80,37,Low
104276,36,Male,42,38,22,Debit Card,48,28,Low
104277,36,Female,147,73,3,Credit Card,86,31,Medium
104278,19,Female,70,74,14,UPI,34,7,Medium
104279,58,Male,126,73,5,Debit Card,114,47,Medium
104280,32,Female,68,17,15,Credit Card,79,38,Low
104281,20,Male,94,48,9,UPI,92,5,Medium
104282,28,Male,119,49,15,Debit Card,89,19,Medium
104283,47,Female,32,43,19,Cash,117,13,Medium
104284,57,Female,57,84,16,Debit Card,58,39,High
104285,35,Male,103,7,8,UPI,52,28,Low
104286,19,Male,88,68,15,Credit Card,39,2,Medium
104287,49,Female,24,74,11,Credit Card,72,6,Medium
104288,25,Female,148,21,23,Credit Card,30,15,Low
104289,39,Female,103,78,4,UPI,76,28,Medium
104290,23,Male,146,25,21,UPI,92,37,Low
104291,29,Female,48,81,24,Credit Card,111,25,High
104292,57,Male,97,61,10,Credit Card,113,32,Medium
104293,53,Female,146,28,23,Credit Card,60,37,Low
104294,32,Male,112,78,10,Credit Card,80,36,Medium
104295,45,Male,45,52,2,Debit Card,73,30,Medium
104296,35,Female,94,13,8,UPI,84,45,Low
104297,19,Male,74,34,8,Cash,68,24,Low
104298,30,Male,16,67,9,Credit Card,100,18,Medium
104299,32,Male,50,4,2,Debit Card,33,1,Low
104300,37,Male,139,44,14,Cash,101,3,Medium
104301,46,Male,117,15,20,Cash,109,7,Low
104302,59,Female,130,84,2,Credit Card,82,33,Medium
104303,46,Female,115,8,4,Credit Card,63,21,Low
104304,20,Male,60,5,3,Debit Card,29,14,Low
104305,36,Female,94,66,23,Credit Card,76,47,Medium
104306,20,Male,121,92,14,Cash,31,48,Medium
104307,31,Male,58,86,21,Credit Card,103,37,High
104308,57,Female,63,73,16,Debit Card,26,3,High
104309,21,Male,102,92,15,Debit Card,75,49,Medium
104310,28,Male,72,46,7,Debit Card,104,37,Medium
104311,48,Male,105,65,18,Debit Card,51,25,Medium
104312,49,Female,149,66,20,Debit Card,80,33,Medium
104313,44,Female,108,26,6,Credit Card,59,13,Low
104314,47,Male,92,31,21,UPI,13,33,Low
104315,19,Male,136,51,16,Debit Card,58,29,Medium
104316,26,Male,90,41,11,UPI,118,19,Medium
104317,45,Male,67,51,2,Credit Card,68,26,Medium
104318,48,Male,37,19,23,Debit Card,113,38,Low
104319,51,Female,91,95,2,UPI,103,9,Medium
104320,32,Female,87,73,14,UPI,43,46,Medium
104321,42,Female,102,3,9,Cash,87,30,Low
104322,53,Female,117,38,23,UPI,96,22,Low
104323,25,Male,108,70,12,Cash,97,43,Medium
104324,26,Male,74,45,3,Cash,12,4,Medium
104325,54,Female,24,71,22,UPI,111,7,High
104326,56,Female,116,41,5,Cash,31,18,Medium
104327,49,Male,72,25,9,UPI,73,6,Low
104328,34,Female,23,89,3,Cash,116,29,Medium
104329,52,Male,27,50,18,Debit Card,97,5,Medium
104330,54,Male,145,1,2,Debit Card,103,6,Low
104331,36,Male,87,54,4,Debit Card,37,34,Medium
104332,46,Female,130,86,13,UPI,100,34,Medium
104333,24,Female,139,84,17,UPI,89,1,High
104334,45,Female,125,13,9,Credit Card,14,18,Low
104335,26,Female,85,40,19,UPI,110,27,Low
104336,45,Female,103,21,14,Credit Card,20,10,Low
104337,23,Male,34,87,13,Credit Card,15,39,Medium
104338,46,Female,95,41,5,Debit Card,23,2,Medium
104339,34,Male,104,61,18,UPI,68,19,Medium
104340,33,Male,33,33,24,UPI,56,27,Low
104341,40,Male,126,73,15,Credit Card,81,22,Medium
104342,48,Female,145,29,11,Credit Card,19,10,Low
104343,20,Female,121,55,19,UPI,46,44,Medium
104344,38,Female,135,32,5,Credit Card,104,27,Low
104345,43,Female,106,11,7,UPI,100,12,Low
104346,53,Female,94,52,2,UPI,87,15,Medium
104347,59,Female,45,36,19,Cash,83,1,Low
104348,54,Female,67,93,24,Credit Card,42,38,High
104349,39,Female,127,31,16,Debit Card,90,41,Low
104350,59,Male,48,14,24,UPI,53,24,Low
104351,29,Female,45,63,3,Credit Card,81,6,Medium
104352,59,Male,20,52,10,Credit Card,88,29,Medium
104353,30,Male,41,54,12,Credit Card,53,6,Medium
104354,28,Male,21,50,23,UPI,83,38,Medium
104355,33,Male,63,89,2,UPI,75,48,Medium
104356,25,Female,110,54,8,UPI,59,15,Medium
104357,57,Female,74,90,9,Credit Card,26,8,Medium
104358,57,Male,47,86,23,Debit Card,47,29,High
104359,19,Male,61,73,20,Cash,54,2,High
104360,47,Male,133,97,12,Debit Card,88,11,Medium
104361,47,Female,41,87,5,UPI,23,9,Medium
104362,29,Male,36,99,23,UPI,95,16,High
104363,27,Male,61,84,13,UPI,76,24,Medium
104364,28,Female,107,97,5,Debit Card,22,34,Medium
104365,32,Male,16,35,15,Debit Card,14,43,Low
104366,33,Female,61,30,24,UPI,54,24,Low
104367,34,Female,41,55,21,Cash,53,49,Medium
104368,43,Male,41,94,5,Cash,45,38,Medium
104369,19,Male,89,86,5,Credit Card,103,38,Medium
104370,29,Male,24,1,4,Debit Card,19,25,Low
104371,43,Female,135,15,23,Cash,27,41,Low
104372,40,Female,47,25,16,UPI,80,33,Low
104373,35,Female,140,20,18,Debit Card,117,44,Low
104374,49,Male,22,71,10,Credit Card,31,43,Medium
104375,55,Male,149,16,20,Credit Card,10,17,Low
104376,20,Male,85,52,3,Debit Card,28,7,Medium
104377,55,Male,149,87,10,UPI,90,27,Medium
104378,20,Male,55,85,13,Cash,13,36,Medium
104379,47,Male,132,65,24,Debit Card,78,41,Medium
104380,18,Female,69,84,23,UPI,66,19,High
104381,47,Female,21,83,3,Debit Card,71,15,Medium
104382,49,Female,98,70,4,Credit Card,74,6,Medium
104383,45,Male,92,96,13,Debit Card,94,36,Medium
104384,38,Female,67,1,14,UPI,113,5,Low
104385,30,Female,28,94,4,UPI,82,45,Medium
104386,44,Female,127,16,12,Credit Card,104,5,Low
104387,53,Male,71,27,16,UPI,46,2,Low
104388,24,Male,105,18,10,UPI,64,43,Low
104389,39,Female,60,77,23,Credit Card,87,18,High
104390,27,Male,105,44,24,UPI,52,32,Medium
104391,56,Male,147,50,20,UPI,60,47,Medium
104392,32,Male,116,92,24,Debit Card,107,49,High
104393,32,Male,120,74,17,Debit Card,91,29,High
104394,21,Female,142,14,7,Debit Card,9,49,Low
104395,49,Male,46,52,4,Debit Card,112,20,Medium
104396,40,Female,20,93,24,Cash,83,19,High
104397,23,Female,88,75,12,Debit Card,98,16,Medium
104398,41,Male,149,50,10,Debit Card,101,11,Medium
104399,37,Male,43,91,2,Debit Card,58,28,Medium
104400,54,Male,48,17,14,Credit Card,42,22,Low
104401,37,Female,21,3,8,Debit Card,23,27,Low
104402,29,Female,95,62,10,Cash,73,17,Medium
104403,50,Female,91,95,6,Cash,77,8,Medium
104404,45,Female,72,21,23,Cash,75,8,Low
104405,25,Female,99,33,23,UPI,28,23,Low
104406,18,Female,87,1,2,Credit Card,109,32,Low
104407,54,Female,59,70,14,Debit Card,84,44,Medium
104408,39,Male,61,56,11,Debit Card,105,15,Medium
104409,23,Female,91,4,2,UPI,14,27,Low
104410,38,Female,87,22,4,Credit Card,89,4,Low
104411,49,Female,130,77,6,UPI,25,40,Medium
104412,52,Female,44,58,4,Cash,115,32,Medium
104413,32,Male,85,44,22,UPI,19,47,Medium
104414,22,Female,117,57,5,Credit Card,68,37,Medium
104415,23,Female,147,94,6,UPI,17,10,Medium
104416,42,Male,118,40,9,Credit Card,118,28,Low
104417,57,Male,136,90,22,UPI,75,32,High
104418,46,Female,143,56,22,Credit Card,44,32,Medium
104419,24,Female,45,63,16,Debit Card,12,15,Medium
104420,57,Female,123,39,11,Cash,111,6,Low
104421,30,Female,86,7,11,Credit Card,109,9,Low
104422,55,Female,141,14,24,UPI,42,38,Low
104423,35,Female,99,90,21,UPI,56,30,High
104424,19,Male,29,18,21,Cash,6,41,Low
104425,25,Male,70,55,10,Debit Card,105,40,Medium
104426,28,Female,41,56,1,Debit Card,26,16,Medium
104427,50,Female,16,88,22,Debit Card,8,25,High
104428,55,Female,88,57,17,Credit Card,56,10,Medium
104429,44,Male,78,58,8,Cash,115,30,Medium
104430,37,Female,19,25,16,Credit Card,11,9,Low
104431,29,Male,105,96,6,Credit Card,5,40,Medium
104432,48,Male,82,70,14,Credit Card,87,46,Medium
104433,44,Female,95,80,2,Credit Card,62,7,Medium
104434,49,Male,99,3,9,UPI,66,43,Low
104435,27,Female,37,21,4,UPI,98,48,Low
104436,20,Male,111,32,19,UPI,118,49,Low
104437,44,Female,138,2,17,Credit Card,70,40,Low
104438,52,Female,51,20,1,Debit Card,59,12,Low
104439,48,Male,44,75,24,UPI,17,17,High
104440,32,Male,131,18,2,Cash,32,25,Low
104441,33,Male,23,54,17,UPI,18,47,Medium
104442,30,Female,146,75,2,Credit Card,7,7,Medium
